#p h2s
0.01 0.3
0.0100814155563 0.3
0.0101634939619 0.3
0.0102462406134 0.3
0.0103296609513 0.3
0.0104137604606 0.3
0.0104985446707 0.3
0.0105840191562 0.3
0.0106701895369 0.3
0.0107570614786 0.3
0.0108446406931 0.3
0.0109329329385 0.3
0.0110219440203 0.3
0.0111116797907 0.3
0.0112021461498 0.3
0.0112933490459 0.3
0.0113852944754 0.3
0.0114779884837 0.3
0.0115714371655 0.3
0.0116656466649 0.3
0.0117606231761 0.3
0.011856372944 0.3
0.0119529022639 0.3
0.0120502174826 0.3
0.0121483249986 0.3
0.0122472312624 0.3
0.012346942777 0.3
0.0124474660985 0.3
0.0125488078362 0.3
0.0126509746533 0.3
0.0127539732672 0.3
0.01285781045 0.3
0.0129624930291 0.3
0.0130680278872 0.3
0.0131744219632 0.3
0.0132816822525 0.3
0.0133898158074 0.3
0.0134988297377 0.3
0.0136087312109 0.3
0.0137195274532 0.3
0.0138312257491 0.3
0.013943833443 0.3
0.0140573579387 0.3
0.0141718067003 0.3
0.014287187253 0.3
0.0144035071828 0.3
0.0145207741378 0.3
0.0146389958282 0.3
0.0147581800271 0.3
0.0148783345708 0.3
0.0149994673594 0.3
0.0151215863573 0.3
0.0152446995939 0.3
0.0153688151637 0.3
0.0154939412273 0.3
0.0156200860117 0.3
0.0157472578109 0.3
0.0158754649864 0.3
0.0160047159677 0.3
0.0161350192531 0.3
0.01626638341 0.3
0.0163988170754 0.3
0.0165323289569 0.3
0.0166669278328 0.3
0.0168026225529 0.3
0.0169394220392 0.3
0.017077335286 0.3
0.0172163713613 0.3
0.0173565394065 0.3
0.0174978486376 0.3
0.0176403083457 0.3
0.0177839278974 0.3
0.0179287167357 0.3
0.0180746843804 0.3
0.0182218404287 0.3
0.0183701945563 0.3
0.0185197565172 0.3
0.0186705361451 0.3
0.0188225433538 0.3
0.0189757881376 0.3
0.0191302805723 0.3
0.0192860308158 0.3
0.0194430491086 0.3
0.0196013457745 0.3
0.0197609312216 0.3
0.0199218159424 0.3
0.0200840105152 0.3
0.0202475256041 0.3
0.0204123719601 0.3
0.020578560422 0.3
0.0207461019164 0.3
0.0209150074593 0.3
0.021085288156 0.3
0.0212569552025 0.3
0.0214300198858 0.3
0.0216044935849 0.3
0.0217803877713 0.3
0.0219577140099 0.3
0.0221364839601 0.3
0.0223167093757 0.3
0.0224984021065 0.3
0.0226815740989 0.3
0.0228662373962 0.3
0.02305240414 0.3
0.0232400865707 0.3
0.0234292970283 0.3
0.0236200479535 0.3
0.0238123518879 0.3
0.0240062214754 0.3
0.024201669463 0.3
0.0243987087013 0.3
0.0245973521455 0.3
0.0247976128564 0.3
0.0249995040009 0.3
0.0252030388535 0.3
0.0254082307963 0.3
0.0256150933208 0.3
0.0258236400281 0.3
0.0260338846299 0.3
0.0262458409499 0.3
0.026459522924 0.3
0.0266749446019 0.3
0.0268921201473 0.3
0.0271110638395 0.3
0.0273317900739 0.3
0.0275543133632 0.3
0.0277786483383 0.3
0.0280048097491 0.3
0.0282328124656 0.3
0.0284626714789 0.3
0.0286944019021 0.3
0.0289280189714 0.3
0.0291635380472 0.3
0.0294009746145 0.3
0.0296403442849 0.3
0.0298816627968 0.3
0.0301249460168 0.3
0.0303702099406 0.3
0.0306174706944 0.3
0.0308667445353 0.3
0.031118047853 0.3
0.0313713971707 0.3
0.031626809146 0.3
0.031884300572 0.3
0.0321438883789 0.3
0.0324055896343 0.3
0.032669421545 0.3
0.0329354014579 0.3
0.0332035468611 0.3
0.0334738753849 0.3
0.0337464048035 0.3
0.0340211530355 0.3
0.0342981381456 0.3
0.0345773783453 0.3
0.0348588919946 0.3
0.035142697603 0.3
0.0354288138305 0.3
0.0357172594892 0.3
0.0360080535443 0.3
0.0363012151154 0.3
0.0365967634777 0.3
0.0368947180634 0.3
0.037195098463 0.3
0.0374979244263 0.3
0.037803215864 0.3
0.0381109928489 0.3
0.0384212756173 0.3
0.0387340845701 0.3
0.0390494402744 0.3
0.0393673634647 0.3
0.0396878750444 0.3
0.0400109960869 0.3
0.0403367478374 0.3
0.0406651517138 0.3
0.0409962293087 0.3
0.0413300023902 0.3
0.0416664929039 0.3
0.0420057229737 0.3
0.0423477149041 0.3
0.0426924911808 0.3
0.0430400744727 0.3
0.0433904876334 0.3
0.0437437537023 0.3
0.0440998959065 0.3
0.0444589376623 0.3
0.0448209025765 0.3
0.0451858144482 0.3
0.0455536972702 0.3
0.0459245752307 0.3
0.0462984727147 0.3
0.0466754143059 0.3
0.047055424788 0.3
0.0474385291466 0.3
0.0478247525707 0.3
0.0482141204542 0.3
0.0486066583981 0.3
0.0490023922114 0.3
0.0494013479136 0.3
0.0498035517358 0.3
0.0502090301228 0.3
0.0506178097347 0.3
0.0510299174485 0.3
0.0514453803602 0.3
0.0518642257863 0.3
0.0522864812658 0.3
0.0527121745617 0.3
0.0531413336633 0.3
0.0535739867875 0.3
0.0540101623813 0.3
0.0544498891229 0.3
0.0548931959242 0.3
0.0553401119326 0.3
0.0557906665324 0.3
0.0562448893476 0.3
0.0567028102432 0.3
0.0571644593271 0.3
0.0576298669528 0.3
0.0580990637205 0.3
0.0585720804799 0.3
0.0590489483315 0.3
0.0595296986292 0.3
0.0600143629822 0.3
0.060502973257 0.3
0.0609955615796 0.3
0.0614921603374 0.3
0.0619928021816 0.3
0.0624975200292 0.3
0.0630063470652 0.3
0.0635193167449 0.3
0.0640364627957 0.3
0.0645578192199 0.3
0.0650834202965 0.3
0.0656133005834 0.3
0.0661474949202 0.3
0.0666860384298 0.3
0.0672289665215 0.3
0.0677763148923 0.3
0.0683281195304 0.3
0.0688844167167 0.3
0.0694452430274 0.3
0.0700106353368 0.3
0.070580630819 0.3
0.0711552669512 0.3
0.0717345815155 0.3
0.0723186126015 0.3
0.0729073986091 0.3
0.0735009782507 0.3
0.074099390554 0.3
0.0747026748643 0.3
0.0753108708474 0.3
0.075924018492 0.3
0.0765421581122 0.3
0.0771653303505 0.3
0.0777935761802 0.3
0.0784269369083 0.3
0.0790654541781 0.3
0.0797091699717 0.3
0.0803581266132 0.3
0.0810123667713 0.3
0.0816719334621 0.3
0.0823368700518 0.3
