#p H2S
0.01 1.00035975947
0.0100814155563 1.00035975947
0.0101634939619 1.00035975947
0.0102462406134 1.00035975947
0.0103296609513 1.00035975947
0.0104137604606 1.00035975947
0.0104985446707 1.00035975947
0.0105840191562 1.00035975947
0.0106701895369 1.00035975947
0.0107570614786 1.00035975947
0.0108446406931 1.00035975947
0.0109329329385 1.00035975947
0.0110219440203 1.00035975947
0.0111116797907 1.00035975947
0.0112021461498 1.00035975947
0.0112933490459 1.00035975947
0.0113852944754 1.00035975947
0.0114779884837 1.00035975947
0.0115714371655 1.00035975947
0.0116656466649 1.00035975947
0.0117606231761 1.00035975947
0.011856372944 1.00035975947
0.0119529022639 1.00035975947
0.0120502174826 1.00035975947
0.0121483249986 1.00035975947
0.0122472312624 1.00035975947
0.012346942777 1.00035975947
0.0124474660985 1.00035975947
0.0125488078362 1.00035975947
0.0126509746533 1.00035975947
0.0127539732672 1.00035975947
0.01285781045 1.00035975947
0.0129624930291 1.00035975947
0.0130680278872 1.00035975947
0.0131744219632 1.00035975947
0.0132816822525 1.00035975947
0.0133898158074 1.00035975947
0.0134988297377 1.00035975947
0.0136087312109 1.00035975947
0.0137195274532 1.00035975947
0.0138312257491 1.00035975947
0.013943833443 1.00035975947
0.0140573579387 1.00035975947
0.0141718067003 1.00035975947
0.014287187253 1.00035975947
0.0144035071828 1.00035975947
0.0145207741378 1.00035975947
0.0146389958282 1.00035975947
0.0147581800271 1.00035975947
0.0148783345708 1.00035975947
0.0149994673594 1.00035975947
0.0151215863573 1.00035975947
0.0152446995939 1.00035975947
0.0153688151637 1.00035975947
0.0154939412273 1.00035975947
0.0156200860117 1.00035975947
0.0157472578109 1.00035975947
0.0158754649864 1.00035975947
0.0160047159677 1.00035975947
0.0161350192531 1.00035975947
0.01626638341 1.00035975947
0.0163988170754 1.00035975947
0.0165323289569 1.00035975947
0.0166669278328 1.00035975947
0.0168026225529 1.00035975947
0.0169394220392 1.00035975947
0.017077335286 1.00035975947
0.0172163713613 1.00035975947
0.0173565394065 1.00035975947
0.0174978486376 1.00035975947
0.0176403083457 1.00035975947
0.0177839278974 1.00035975947
0.0179287167357 1.00035975947
0.0180746843804 1.00035975947
0.0182218404287 1.00035975947
0.0183701945563 1.00035975947
0.0185197565172 1.00035975947
0.0186705361451 1.00035975947
0.0188225433538 1.00035975947
0.0189757881376 1.00035975947
0.0191302805723 1.00035975947
0.0192860308158 1.00035975947
0.0194430491086 1.00035975947
0.0196013457745 1.00035975947
0.0197609312216 1.00035975947
0.0199218159424 1.00035975947
0.0200840105152 1.00035975947
0.0202475256041 1.00035975947
0.0204123719601 1.00035975947
0.020578560422 1.00035975947
0.0207461019164 1.00035975947
0.0209150074593 1.00035975947
0.021085288156 1.00035975947
0.0212569552025 1.00035975947
0.0214300198858 1.00035975947
0.0216044935849 1.00035975947
0.0217803877713 1.00035975947
0.0219577140099 1.00035975947
0.0221364839601 1.00035975947
0.0223167093757 1.00035975947
0.0224984021065 1.00035975947
0.0226815740989 1.00035975947
0.0228662373962 1.00035975947
0.02305240414 1.00035975947
0.0232400865707 1.00035975947
0.0234292970283 1.00035975947
0.0236200479535 1.00035975947
0.0238123518879 1.00035975947
0.0240062214754 1.00035975947
0.024201669463 1.00035975947
0.0243987087013 1.00035975947
0.0245973521455 1.00035975947
0.0247976128564 1.00035975947
0.0249995040009 1.00035975947
0.0252030388535 1.00035975947
0.0254082307963 1.00035975947
0.0256150933208 1.00035975947
0.0258236400281 1.00035975947
0.0260338846299 1.00035975947
0.0262458409499 1.00035975947
0.026459522924 1.00035975947
0.0266749446019 1.00035975947
0.0268921201473 1.00035975947
0.0271110638395 1.00035975947
0.0273317900739 1.00035975947
0.0275543133632 1.00035975947
0.0277786483383 1.00035975947
0.0280048097491 1.00035975947
0.0282328124656 1.00035975947
0.0284626714789 1.00035975947
0.0286944019021 1.00035975947
0.0289280189714 1.00035975947
